node_a,node_b,bidirectional_n
865037,953336,2
865037,958886,1
865037,983693,1
865037,985107,1
865037,992334,43
865037,993195,2
865037,external865037,5
1008448,865155,23
1045980,865155,2
1070212,865155,40
1084500,865155,1
1088488,865155,1
1155879,865155,1
1158920,865155,28
1171069,865155,2
1191435,865155,22
1202675,865155,23
1212680,865155,4
1231028,865155,4
1246530,865155,5
1250941,865155,3
1265839,865155,2
1280922,865155,4
1283332,865155,2
1305659,865155,18
1317012,865155,26
1337278,865155,4
1349992,865155,36
1357973,865155,3
1360498,865155,22
1363807,865155,1
1367089,865155,7
1379128,865155,20
1416116,865155,1
1525028,865155,6
1525103,865155,1
1528090,865155,5
1537249,865155,29
1576297,865155,21
1588412,865155,1
1624321,865155,2
1660523,865155,2
1691480,865155,5
1695328,865155,3
1753118,865155,30
1813981,865155,27
1822171,865155,2
1846978,865155,2
1920255,865155,2
1942120,865155,6
1942625,865155,3
1944495,865155,2
1998752,865155,26
2006561,865155,18
2037299,865155,41
2040759,865155,22
2068147,865155,1
2089499,865155,2
733140,865155,1
737782,865155,1
794748,865155,1
865155,873971,1
865155,874887,2
865155,918616,1
865155,925233,27
865155,941906,2
865155,953336,2
865155,959427,30
865155,external865155,2
1058885,865729,11
1085383,865729,13
1229384,865729,16
1363415,865729,12
1378617,865729,11
1483941,865729,7
1789736,865729,9
865729,989161,10
865729,external865729,2
866007,external866007,3
866601,external866601,4
1278894,867873,116
867873,external867873,3
1596977,868222,12
868222,976932,22
868222,external868222,4
1042280,868659,17
1093721,868659,15
1127694,868659,15
1172390,868659,21
1262713,868659,20
1284436,868659,14
1304658,868659,15
1435805,868659,13
1494697,868659,12
1497676,868659,22
1578523,868659,17
1684033,868659,20
1739364,868659,19
1745223,868659,20
1773283,868659,18
1836075,868659,19
1837146,868659,18
1860181,868659,16
1901680,868659,14
1919714,868659,21
1932220,868659,20
868659,912895,15
868659,977669,16
868659,986021,15
868659,external868659,4
1668273,870289,4
1698283,870289,13
870289,external870289,9
1278894,870379,116
1829621,870379,13
870379,external870379,4
1024085,871111,1
1060157,871111,1
1076477,871111,33
1094296,871111,2
1098358,871111,3
1114109,871111,33
1124046,871111,3
1130496,871111,5
1132076,871111,3
1174742,871111,5
1180958,871111,2
1198534,871111,9
1202675,871111,1
1203064,871111,36
1205461,871111,1
1208350,871111,38
1231028,871111,1
128920,871111,1
1322523,871111,2
1345871,871111,31
1356646,871111,1
1379128,871111,1
1390774,871111,1
1391505,871111,1
1394901,871111,3
1396757,871111,3
1424087,871111,24
1427875,871111,1
1432187,871111,1
1444056,871111,4
1448056,871111,3
1459714,871111,1
1485450,871111,4
1496683,871111,8
1505024,871111,1
1514680,871111,1
1527441,871111,1
1530719,871111,1
1533011,871111,2
1534016,871111,31
1537207,871111,3
1547860,871111,39
1549439,871111,29
1564534,871111,1
1571183,871111,36
1587254,871111,2
1592997,871111,6
1596719,871111,3
1596977,871111,2
1607917,871111,2
1618056,871111,3
1622104,871111,26
1626629,871111,2
1638051,871111,2
1772919,871111,24
1773176,871111,2
1775516,871111,3
1804735,871111,2
1814880,871111,27
1823484,871111,4
1836866,871111,1
1841960,871111,2
1873607,871111,1
1892706,871111,29
1902375,871111,26
1909047,871111,3
1934504,871111,36
193629,871111,2
1971852,871111,9
1993180,871111,3
1994470,871111,2
2007219,871111,3
2018684,871111,24
2028099,871111,3
2041384,871111,26
263633,871111,1
273492,871111,1
287675,871111,1
353069,871111,1
455154,871111,1
484248,871111,2
494254,871111,2
642982,871111,1
710414,871111,1
73832,871111,1
787796,871111,1
809736,871111,1
861939,871111,1
871111,872825,3
871111,874887,33
871111,884977,2
871111,889064,7
871111,897556,2
871111,904030,1
871111,916602,2
871111,918404,1
871111,953336,1
871111,970012,2
871111,986349,30
871111,999107,1
871111,external871111,1
1217112,871333,2
2090883,871333,2
328657,871333,2
871333,873143,15
871333,external871333,6
1278894,871672,110
871672,external871672,3
1002597,872243,1
1024085,872243,2
1071678,872243,4
1079396,872243,3
1084500,872243,3
1101472,872243,3
1108132,872243,6
1129455,872243,2
1132076,872243,1
1148414,872243,3
1170077,872243,2
1174742,872243,3
1184365,872243,6
1195307,872243,2
1202675,872243,2
1205461,872243,3
1208151,872243,2
1208350,872243,3
1225393,872243,2
1241160,872243,4
1241725,872243,5
1261486,872243,1
1284357,872243,2
1297648,872243,3
1297877,872243,2
1319731,872243,1
1323723,872243,3
1350922,872243,1
1360715,872243,3
1381070,872243,5
1381453,872243,2
1388022,872243,5
1399755,872243,1
1400547,872243,3
1427875,872243,4
1428997,872243,2
1430803,872243,2
1432187,872243,9
1444056,872243,3
1479571,872243,2
1510967,872243,2
1513573,872243,3
1513766,872243,4
1528665,872243,4
1557777,872243,3
1570102,872243,3
1584066,872243,2
1607944,872243,3
1611783,872243,5
1626629,872243,3
1627198,872243,4
1638566,872243,3
1656601,872243,4
1678060,872243,3
1678785,872243,10
1683311,872243,13
1692925,872243,6
1696753,872243,4
1710420,872243,2
1713904,872243,5
1739457,872243,2
1740829,872243,12
1756058,872243,5
1770468,872243,2
1781105,872243,1
1791156,872243,2
1822625,872243,2
1823484,872243,2
184869,872243,2
1861552,872243,28
1897980,872243,3
1899557,872243,2
1912164,872243,4
1914254,872243,2
1934504,872243,1
1946142,872243,4
1971223,872243,1
1987765,872243,9
1991168,872243,9
1997632,872243,3
1998752,872243,1
2007219,872243,1
2017474,872243,2
2040759,872243,3
2042540,872243,2
2047880,872243,5
2083613,872243,2
2085655,872243,9
20967,872243,2
303603,872243,2
345382,872243,1
437544,872243,1
4828,872243,2
485743,872243,1
536972,872243,2
564947,872243,1
600044,872243,1
643918,872243,2
644244,872243,2
65109,872243,1
689330,872243,1
698208,872243,1
716681,872243,1
724433,872243,2
737782,872243,1
776705,872243,2
78603,872243,2
800878,872243,1
805298,872243,1
872243,884977,3
872243,923924,4
872243,927280,1
872243,932874,2
872243,938179,1
872243,970547,2
872243,997940,2
872243,external872243,1
1002597,872825,1
1027078,872825,2
1061778,872825,3
1130496,872825,2
1132076,872825,2
1174742,872825,2
1191435,872825,4
1201175,872825,2
1202675,872825,1
1225393,872825,3
1248270,872825,1
1250941,872825,1
1255142,872825,1
126182,872825,1
1300247,872825,1
1321359,872825,1
1336623,872825,2
1346096,872825,3
1349992,872825,2
1357973,872825,3
1360715,872825,4
1372177,872825,3
1405426,872825,2
1428997,872825,34
1485450,872825,2
1496683,872825,2
1504044,872825,2
1537207,872825,1
1549439,872825,8
1561938,872825,1
1570102,872825,1
1588412,872825,1
1588767,872825,29
1595318,872825,1
1618056,872825,1
1623035,872825,1
1626629,872825,1
1633558,872825,3
1656601,872825,2
1660198,872825,3
1660523,872825,1
1678214,872825,10
1691480,872825,2
178304,872825,1
1786015,872825,1
1809285,872825,1
1846010,872825,2
1858381,872825,1
1859190,872825,3
1871817,872825,1
1889737,872825,4
1899557,872825,1
1902375,872825,1
1909047,872825,3
1925213,872825,1
193629,872825,1
1946142,872825,5
1946314,872825,2
2006561,872825,1
2042862,872825,2
223773,872825,1
277274,872825,1
349317,872825,1
396030,872825,1
449158,872825,1
462140,872825,1
484248,872825,1
487752,872825,1
494254,872825,1
506678,872825,1
523606,872825,1
643918,872825,1
685539,872825,2
697497,872825,1
710414,872825,1
816938,872825,1
856573,872825,1
872825,874887,1
872825,959295,2
872825,970012,1
872825,998420,2
872825,external872825,4
1217112,873143,7
2090883,873143,7
873143,external873143,1
1595210,873560,22
1764441,873560,6
1786133,873560,4
1983777,873560,11
43513,873560,3
873560,external873560,2
1024085,873971,28
1027078,873971,2
1058549,873971,1
1088488,873971,1
1089957,873971,1
1098358,873971,4
1114109,873971,6
1116329,873971,1
1119337,873971,29
1129455,873971,37
1132076,873971,5
1138286,873971,3
1143814,873971,1
1147212,873971,5
1184365,873971,2
1202675,873971,4
1218456,873971,1
1225393,873971,33
1231028,873971,1
124408,873971,1
1255142,873971,27
1263311,873971,28
1276986,873971,40
1297648,873971,28
1325295,873971,4
1334236,873971,3
1334972,873971,16
1337278,873971,39
1349992,873971,3
1366970,873971,4
1381453,873971,1
1388022,873971,6
1391505,873971,2
1400547,873971,35
1423904,873971,28
1424087,873971,8
1427875,873971,1
1430803,873971,2
1432187,873971,1
1446356,873971,9
1455959,873971,5
1480703,873971,3
1485916,873971,2
1496683,873971,1
1499959,873971,1
1504044,873971,24
1510830,873971,3
1513766,873971,2
1522107,873971,3
1547150,873971,23
1557777,873971,32
1561938,873971,2
1563928,873971,2
1570944,873971,36
1595318,873971,2
1607944,873971,26
1618056,873971,28
1618745,873971,5
1656259,873971,1
1656601,873971,1
1695328,873971,3
1711423,873971,5
1713904,873971,31
1735326,873971,3
1742829,873971,2
1773176,873971,3
1788018,873971,2
1788413,873971,1
1791156,873971,1
1846010,873971,33
1928375,873971,11
1936854,873971,3
1944302,873971,3
1959217,873971,1
1993568,873971,9
2010383,873971,1
2017474,873971,29
2035914,873971,1
2046348,873971,2
205691,873971,1
2079003,873971,1
2080368,873971,38
2081562,873971,2
480696,873971,2
525323,873971,1
583339,873971,1
596587,873971,1
618278,873971,1
642982,873971,1
700779,873971,3
730430,873971,1
739949,873971,2
756638,873971,1
797317,873971,2
821251,873971,1
822115,873971,2
873971,884977,23
873971,938463,2
873971,942846,1
873971,963448,2
873971,997940,2
873971,998420,29
873971,external873971,2
1278894,874070,99
874070,external874070,3
1002597,874887,4
1040142,874887,13
1045021,874887,3
1045980,874887,2
1048798,874887,14
1076477,874887,35
1078699,874887,2
1082547,874887,1
1084500,874887,1
1088488,874887,3
1109689,874887,7
1114109,874887,34
1124046,874887,4
1130496,874887,3
1133806,874887,1
1138286,874887,1
1143856,874887,1
1152233,874887,1
1168815,874887,3
1173915,874887,2
1182208,874887,2
1194287,874887,2
1196711,874887,2
1197899,874887,3
1198534,874887,10
1203064,874887,44
1208350,874887,38
1224245,874887,2
1229660,874887,1
1230148,874887,3
1231028,874887,2
1234605,874887,3
1255142,874887,1
1274841,874887,2
1283332,874887,5
1297867,874887,7
1300247,874887,4
1325405,874887,4
1334972,874887,1
1336623,874887,1
1345871,874887,28
1346967,874887,1
1349992,874887,1
1351556,874887,1
1360715,874887,5
1372177,874887,5
1388162,874887,6
1390774,874887,1
1397469,874887,1
1410699,874887,1
1416116,874887,1
1424087,874887,27
1429549,874887,4
1429989,874887,1
1430803,874887,1
1449824,874887,1
1456874,874887,1
1459714,874887,3
1494148,874887,5
1495587,874887,4
149913,874887,1
1521668,874887,1
1525975,874887,8
1527441,874887,1
1528665,874887,1
1534016,874887,31
1537249,874887,1
1547860,874887,41
1549439,874887,32
1554678,874887,1
1557777,874887,1
1564521,874887,2
1564534,874887,2
1569963,874887,1
1571183,874887,36
1592997,874887,7
1596719,874887,4
1616474,874887,10
1622104,874887,26
1633558,874887,15
1636010,874887,4
1638566,874887,3
1668783,874887,5
1678785,874887,2
1679345,874887,3
1691480,874887,1
1695328,874887,4
1696753,874887,4
1728164,874887,2
1728432,874887,2
1738212,874887,1
1740829,874887,1
1750125,874887,1
17612,874887,1
1772919,874887,28
1786133,874887,1
1812811,874887,1
1814880,874887,35
1840656,874887,2
1846978,874887,1
184869,874887,2
1874534,874887,5
1880065,874887,8
1881823,874887,8
1892706,874887,34
1899557,874887,2
1902375,874887,27
1903719,874887,2
1908858,874887,1
1920255,874887,4
1934504,874887,37
193621,874887,1
193629,874887,1
1944495,874887,6
1949435,874887,3
1971852,874887,11
2000800,874887,2
2001739,874887,3
2018684,874887,32
2026615,874887,7
2041384,874887,29
2047880,874887,1
2049559,874887,1
2068147,874887,1
2081131,874887,1
2091832,874887,9
242900,874887,1
268856,874887,1
317580,874887,1
36450,874887,3
378101,874887,2
396030,874887,1
415477,874887,2
442534,874887,1
444297,874887,1
470906,874887,1
487752,874887,1
49375,874887,1
511781,874887,1
525932,874887,1
536972,874887,1
537824,874887,1
557591,874887,1
580785,874887,1
589598,874887,1
642982,874887,1
644244,874887,1
703792,874887,1
737782,874887,1
794748,874887,1
818164,874887,2
83376,874887,1
838917,874887,1
874887,889064,9
874887,901297,2
874887,918404,3
874887,919935,2
874887,94067,1
874887,941906,8
874887,942846,1
874887,953336,2
874887,970012,8
874887,973062,2
874887,983590,2
874887,985277,3
874887,986349,32
874887,992045,4
874887,external874887,3
1278894,875548,95
875548,external875548,3
1155879,875692,12
1234605,875692,10
1242167,875692,10
1314558,875692,11
1342832,875692,10
1371106,875692,11
149913,875692,10
1522908,875692,9
1595784,875692,32
1695328,875692,9
1747170,875692,10
1813824,875692,23
1840656,875692,10
1846280,875692,10
1932928,875692,25
1940081,875692,20
1942625,875692,10
2013273,875692,9
2015129,875692,11
2068147,875692,10
2089499,875692,10
325528,875692,10
375714,875692,9
795501,875692,9
875692,918616,10
875692,973665,11
875692,997011,11
875692,external875692,3
1020418,875863,1
1032029,875863,37
1045021,875863,39
1048798,875863,1
1075494,875863,1
1082547,875863,36
1098358,875863,43
1125646,875863,17
1128580,875863,2
1132076,875863,2
1138420,875863,8
1152233,875863,30
1165425,875863,34
1178195,875863,38
1223310,875863,3
1224245,875863,37
1231028,875863,35
1234713,875863,11
1246650,875863,9
1250941,875863,2
1346967,875863,25
1375289,875863,3
1394901,875863,1
1405426,875863,42
1410699,875863,34
1417243,875863,36
1446246,875863,3
1449824,875863,29
1452405,875863,1
1459714,875863,37
1490672,875863,38
1496683,875863,1
1534016,875863,2
1537207,875863,7
1554678,875863,39
1597320,875863,40
1683303,875863,34
1692925,875863,37
1728164,875863,41
1738212,875863,2
1749109,875863,39
1773176,875863,3
1848529,875863,9
1858381,875863,43
1873607,875863,31
1899557,875863,7
1923192,875863,12
1943228,875863,2
1979024,875863,8
1997596,875863,2
2052043,875863,27
2060106,875863,35
2081131,875863,39
2093891,875863,8
210814,875863,1
384298,875863,1
525323,875863,1
561890,875863,2
679297,875863,6
703296,875863,1
73832,875863,1
757419,875863,1
875863,910939,39
875863,918404,1
875863,918738,1
875863,923529,1
875863,931049,37
875863,935776,44
875863,941906,1
875863,963148,34
875863,965076,24
875863,970160,35
875863,970490,42
875863,external875863,5
1086857,877394,13
877394,external877394,4
1196605,878878,8
1850479,878878,4
878878,external878878,2
1375106,879813,20
2056236,879813,25
879813,external879813,2
1065547,880093,24
880093,external880093,7
1871836,880166,11
880166,external880166,5
1174742,880619,4
1235058,880619,13
1683311,880619,4
1875369,880619,5
880619,916602,4
880619,external880619,2
1013602,880807,3
1030195,880807,26
1047819,880807,2
1058549,880807,2
1075494,880807,29
1076477,880807,2
1082547,880807,1
1086555,880807,35
1089957,880807,4
1094296,880807,26
1116329,880807,8
1129455,880807,3
1130496,880807,3
1165425,880807,3
1170077,880807,3
1178625,880807,6
1191435,880807,1
1208151,880807,36
1227574,880807,30
1229660,880807,1
1255453,880807,24
1261486,880807,3
1276986,880807,2
1292929,880807,1
1298361,880807,26
1346096,880807,3
1381070,880807,6
1381453,880807,3
1388022,880807,1
1432488,880807,4
1437636,880807,44
1452427,880807,2
1459714,880807,1
1490672,880807,2
1495587,880807,40
1496683,880807,1
1509021,880807,2
152338,880807,1
1524498,880807,2
1527441,880807,1
1530719,880807,1
1533011,880807,32
1574967,880807,2
1597320,880807,2
1611783,880807,2
1612579,880807,38
1612584,880807,4
1627198,880807,2
1633558,880807,41
1639202,880807,31
1651940,880807,1
1678060,880807,1
1683311,880807,5
1687983,880807,23
1692925,880807,2
1707585,880807,30
1730554,880807,2
1744503,880807,4
1750125,880807,2
1751670,880807,3
1756058,880807,3
1775516,880807,2
1791156,880807,38
1797310,880807,5
1804735,880807,3
1813262,880807,29
1836866,880807,1
1848529,880807,27
1858381,880807,2
1861552,880807,2
1873607,880807,1
1892706,880807,3
1912164,880807,2
1920255,880807,3
1947928,880807,3
1952341,880807,3
1959217,880807,2
1991168,880807,10
1991646,880807,26
1996962,880807,26
2001739,880807,3
2038667,880807,3
2042333,880807,1
2068147,880807,2
2076701,880807,1
2081562,880807,3
2091832,880807,3
2094648,880807,13
287675,880807,2
289181,880807,1
353069,880807,1
382365,880807,1
392869,880807,1
487752,880807,1
516262,880807,1
521397,880807,1
643918,880807,1
703792,880807,1
704362,880807,1
711179,880807,1
7339,880807,1
762079,880807,1
800878,880807,1
864019,880807,1
880807,889291,3
880807,897257,25
880807,901297,3
880807,916602,3
880807,918404,1
880807,918616,4
880807,931476,4
880807,958886,1
880807,963448,4
880807,968967,39
880807,97456,1
880807,983590,1
880807,992334,1
880807,992688,1
880807,external880807,3
1095836,881043,17
881043,external881043,4
1065491,883302,21
1067572,883302,22
1216465,883302,20
1251090,883302,28
1310766,883302,21
1382417,883302,22
1397942,883302,22
1412631,883302,25
1549361,883302,19
1587850,883302,22
1706832,883302,19
1743366,883302,19
1799033,883302,17
1821472,883302,25
1822174,883302,20
1862455,883302,28
1955205,883302,23
883302,996268,37
883302,external883302,4
1002597,883344,3
1086703,883344,2
1147212,883344,3
1154872,883344,15
1157004,883344,2
1176992,883344,2
1249417,883344,18
1278894,883344,100
1284357,883344,2
1287379,883344,2
1373261,883344,3
1390774,883344,3
1394918,883344,1
1468447,883344,1
1485916,883344,2
1489409,883344,3
1492370,883344,1
1561938,883344,3
1603900,883344,2
1643468,883344,4
173593,883344,1
1739186,883344,22
1756654,883344,18
1775516,883344,2
1797310,883344,4
1899005,883344,1
1920255,883344,1
1949435,883344,3
2028099,883344,2
239338,883344,1
316323,883344,1
670093,883344,1
677582,883344,2
731282,883344,2
742371,883344,2
781274,883344,2
790661,883344,1
849738,883344,1
883344,934074,2
883344,988776,24
883344,992334,2
883344,external883344,7
1278894,884260,92
1885661,884260,15
884260,external884260,1
1406001,884921,20
884921,external884921,4
1024085,884977,25
1042152,884977,1
1061215,884977,1
1101472,884977,2
1109689,884977,2
1119337,884977,22
1129455,884977,29
1132076,884977,1
1181215,884977,1
1202675,884977,1
1225393,884977,37
1241516,884977,4
1246313,884977,2
1255142,884977,23
1263311,884977,24
1276986,884977,28
1280922,884977,1
128533,884977,1
129457,884977,1
1297648,884977,23
1297877,884977,1
1314558,884977,1
1326471,884977,3
1337278,884977,28
1346096,884977,5
1357973,884977,12
1385557,884977,3
1388162,884977,5
1393253,884977,1
1397469,884977,1
1400547,884977,34
1415170,884977,4
1416116,884977,7
1423904,884977,22
1455959,884977,4
1495587,884977,1
1495961,884977,4
1496683,884977,4
149913,884977,1
1504044,884977,19
1508923,884977,6
1509340,884977,1
1513766,884977,2
1522107,884977,2
1547150,884977,18
1557777,884977,35
1570944,884977,26
1597848,884977,4
1607944,884977,20
1618056,884977,20
1624321,884977,2
1626629,884977,2
1636010,884977,3
1660523,884977,2
1683303,884977,1
1711423,884977,6
1713904,884977,32
1772919,884977,1
1788018,884977,1
1803705,884977,1
1836866,884977,3
1841960,884977,1
1846010,884977,30
1856019,884977,1
1874534,884977,3
1881823,884977,3
1892706,884977,1
1897980,884977,2
1902375,884977,1
1932614,884977,6
1967769,884977,1
1993180,884977,2
1993568,884977,10
2001739,884977,1
2007219,884977,1
2017474,884977,23
2026615,884977,1
2051549,884977,1
2057133,884977,2
2076701,884977,4
2080368,884977,29
2089499,884977,2
275317,884977,1
286746,884977,1
355680,884977,1
376187,884977,1
382365,884977,1
602428,884977,1
618278,884977,1
664389,884977,1
730430,884977,1
733140,884977,1
762079,884977,1
767374,884977,1
845597,884977,1
884977,901297,6
884977,935776,2
884977,938463,2
884977,952821,1
884977,959427,3
884977,985277,5
884977,992045,5
884977,993195,4
884977,997940,2
884977,998420,25
884977,external884977,2
1278894,885299,102
1383457,885299,13
2019668,885299,14
885299,external885299,5
1234191,885675,20
1278894,885675,106
885675,external885675,2
1027812,885723,21
111845,885723,2
1261515,885723,22
663450,885723,2
885723,external885723,2
1806328,886397,24
886397,969955,18
886397,external886397,2
1966966,886431,9
886431,external886431,5
887960,901652,20
887960,external887960,3
1278894,887962,50
1388022,887962,5
199078,887962,5
887962,external887962,2
1047819,888093,2
1049061,888093,34
1079396,888093,28
1116385,888093,5
1143639,888093,29
1152246,888093,24
1157004,888093,2
116009,888093,1
1170077,888093,1
1173076,888093,3
1177549,888093,3
1188816,888093,2
1194287,888093,24
1203064,888093,1
1237943,888093,22
1269351,888093,23
1276986,888093,4
1312277,888093,23
1317012,888093,2
1317709,888093,21
1325295,888093,17
1366970,888093,22
1385557,888093,2
1391505,888093,1
1394918,888093,3
1399755,888093,3
1405426,888093,2
1412224,888093,2
1425352,888093,23
1452405,888093,25
1461327,888093,4
1481209,888093,3
1509340,888093,2
1524498,888093,25
1563653,888093,1
1570944,888093,3
1576297,888093,4
1594431,888093,24
1651940,888093,33
1668783,888093,2
1678785,888093,1
1706538,888093,33
1710420,888093,2
1711423,888093,2
1728432,888093,1
1730554,888093,2
1750125,888093,4
1764153,888093,1
1770468,888093,32
1786015,888093,22
1796195,888093,32
1815816,888093,25
1830983,888093,28
1846280,888093,1
185523,888093,1
1909047,888093,2
193629,888093,1
1936854,888093,36
1941455,888093,32
1946142,888093,22
1981617,888093,3
2001739,888093,7
2010383,888093,2
2047880,888093,42
2080368,888093,4
268856,888093,1
352736,888093,1
455154,888093,1
504575,888093,1
686826,888093,1
74613,888093,1
88388,888093,1
888093,931698,26
888093,952821,28
888093,959295,1
888093,970012,3
888093,970547,2
888093,991160,26
888093,external888093,1
888391,external888391,5
1076477,889064,8
1114109,889064,8
1124046,889064,16
1198534,889064,25
1203064,889064,14
1208350,889064,7
1345871,889064,7
1424087,889064,7
1534016,889064,6
1547860,889064,7
1549439,889064,6
1564534,889064,16
1571183,889064,8
1592997,889064,21
1596719,889064,20
1622104,889064,6
1772919,889064,11
1814880,889064,8
1892706,889064,8
1902375,889064,7
1934504,889064,10
1971852,889064,26
2018684,889064,6
2041384,889064,6
257896,889064,6
277274,889064,6
374355,889064,6
379254,889064,6
591820,889064,6
798869,889064,6
889064,986349,7
889064,external889064,2
1014820,889291,22
1029726,889291,16
1040142,889291,22
1045021,889291,4
1050928,889291,21
1063775,889291,21
1098358,889291,2
1108000,889291,1
1108472,889291,23
1116329,889291,2
1168815,889291,15
1173076,889291,34
1180958,889291,5
1197899,889291,18
1201175,889291,21
1209234,889291,1
1241516,889291,1
1292929,889291,18
1314558,889291,2
1351556,889291,1
1375289,889291,20
1381070,889291,1
1385557,889291,4
1388022,889291,2
1430803,889291,1
1432488,889291,1
1449824,889291,1
1456874,889291,3
1476568,889291,18
1481209,889291,28
1485450,889291,21
1499959,889291,22
1505024,889291,11
1510830,889291,15
1513766,889291,1
1522107,889291,2
1524498,889291,2
1526716,889291,2
1544742,889291,30
1562105,889291,22
1562625,889291,19
1574967,889291,1
1607917,889291,1
1611783,889291,1
1615550,889291,15
1623035,889291,1
1638051,889291,4
1640943,889291,4
1660523,889291,3
1683311,889291,7
1687201,889291,2
1691480,889291,1
1695419,889291,27
1730554,889291,1
1732392,889291,15
1751670,889291,1
1759695,889291,24
1772919,889291,2
1797310,889291,2
1813380,889291,4
1813981,889291,2
1823310,889291,11
1836866,889291,3
1846978,889291,1
1871332,889291,16
1906865,889291,1
1914254,889291,2
1922244,889291,1
1947928,889291,1
1959217,889291,17
2038667,889291,3
2042540,889291,24
2046348,889291,17
2081562,889291,26
210814,889291,1
241972,889291,1
299728,889291,1
353069,889291,1
506678,889291,2
629470,889291,1
704362,889291,1
708080,889291,1
7339,889291,1
861939,889291,1
889291,901297,2
889291,922325,3
889291,937230,1
889291,959295,21
889291,963448,3
889291,968967,6
889291,970160,4
889291,970547,1
889291,983590,4
889291,992688,22
889291,993195,3
889291,999107,4
889291,external889291,3
1508277,891094,19
891094,external891094,10
1897980,891183,12
891183,external891183,4
1278894,892885,108
892885,external892885,7
1625046,893229,31
893229,external893229,5
894528,external894528,3
1278894,896242,116
1820326,896242,23
896242,920852,23
896242,external896242,4
1278894,896394,100
1463578,896394,21
1730554,896394,15
241972,896394,9
896394,external896394,6
1030195,896648,2
1042152,896648,32
1083305,896648,37
1084500,896648,3
1089957,896648,4
1098358,896648,2
1108132,896648,5
1148414,896648,2
1170077,896648,3
1180958,896648,2
1188816,896648,33
1197655,896648,33
1197899,896648,3
1208008,896648,35
1252119,896648,29
1278894,896648,106
1283210,896648,44
1295158,896648,2
1305795,896648,6
1314084,896648,41
1317709,896648,2
1329291,896648,5
1336623,896648,34
1349217,896648,35
1351556,896648,6
1366676,896648,37
1372177,896648,43
1385557,896648,2
1391505,896648,33
1394918,896648,1
1405426,896648,1
1409736,896648,8
1410699,896648,6
1414966,896648,1
1415170,896648,34
1416116,896648,3
143415,896648,1
1446794,896648,42
1448061,896648,4
1461327,896648,1
1500409,896648,4
1511459,896648,8
1521668,896648,1
1565062,896648,1
1632214,896648,4
1687983,896648,3
1711423,896648,2
1730554,896648,3
1738212,896648,3
1743350,896648,5
1750125,896648,7
1754028,896648,40
1755533,896648,32
1763715,896648,4
1786133,896648,2
1791838,896648,46
1838792,896648,39
1852766,896648,6
1859190,896648,2
1871817,896648,2
1873033,896648,35
1874534,896648,3
1881823,896648,2
1885677,896648,41
1943228,896648,3
1944495,896648,11
1946314,896648,34
2000800,896648,32
2007219,896648,30
2010383,896648,42
295863,896648,1
383458,896648,2
640904,896648,2
644244,896648,1
677582,896648,1
686826,896648,2
856590,896648,1
871111,896648,2
896648,923529,38
896648,923924,42
896648,936244,3
896648,941,1
896648,965076,5
896648,983693,3
896648,985277,1
896648,998481,8
896648,external896648,8
1024085,897257,3
1030195,897257,20
1045021,897257,2
1048798,897257,1
1051158,897257,4
1053224,897257,3
1075494,897257,29
1086555,897257,34
1089957,897257,1
1094296,897257,27
1129455,897257,1
1176667,897257,4
1181215,897257,1
1191435,897257,1
1208151,897257,29
1227574,897257,23
1255142,897257,2
1255453,897257,29
1297867,897257,1
1298361,897257,28
1325405,897257,2
1350922,897257,1
1351556,897257,3
1381453,897257,1
1388440,897257,1
1393253,897257,1
1399755,897257,1
1400547,897257,2
1423904,897257,1
1426301,897257,3
1437636,897257,30
1455873,897257,5
1464748,897257,2
1480703,897257,5
1491664,897257,4
1495587,897257,36
149913,897257,1
1504044,897257,2
1510830,897257,8
1533011,897257,31
1584300,897257,3
1597848,897257,2
1612579,897257,32
161994,897257,1
1633558,897257,34
1639202,897257,35
164603,897257,1
1651940,897257,3
1668273,897257,2
1678785,897257,1
1687983,897257,34
1707585,897257,23
1735326,897257,3
1743350,897257,3
1749548,897257,5
17612,897257,1
1786015,897257,1
1791156,897257,31
1813262,897257,27
1848529,897257,22
1885933,897257,2
1897980,897257,3
193629,897257,1
1941455,897257,12
1952341,897257,3
1960107,897257,5
1987765,897257,1
1991646,897257,27
1996962,897257,24
2026615,897257,2
2035914,897257,3
2042862,897257,2
2085655,897257,4
338530,897257,1
383458,897257,1
432283,897257,2
440632,897257,1
445806,897257,1
48730,897257,1
504300,897257,1
580461,897257,3
666534,897257,1
703792,897257,1
73832,897257,2
776705,897257,1
801862,897257,2
884977,897257,1
897257,932874,6
897257,952821,3
897257,968967,43
897257,970490,4
897257,983693,4
897257,external897257,4
1045980,897556,3
1060157,897556,2
1084500,897556,1
1090219,897556,24
1099386,897556,5
1108000,897556,28
1117298,897556,18
1152233,897556,2
1174742,897556,1
1176719,897556,26
1227574,897556,3
1230148,897556,27
1231028,897556,2
1241725,897556,26
1283679,897556,2
1287379,897556,1
1297867,897556,27
1300247,897556,2
1317709,897556,2
1324567,897556,2
1356646,897556,1
1385557,897556,1
1388162,897556,2
1390774,897556,4
1394838,897556,2
1414966,897556,27
1427875,897556,1
1432187,897556,1
1452405,897556,2
1459714,897556,1
1461327,897556,1
1479571,897556,22
1480813,897556,2
1513573,897556,28
1514680,897556,1
1521668,897556,1
1525975,897556,30
1554678,897556,2
1569963,897556,28
1596977,897556,1
1607547,897556,22
1607917,897556,2
1626629,897556,3
1636010,897556,23
